"Name";"ontologyTermName";"ontologyTermIRI";"score";"validated";"review"
"nodular prurigo";"Nodular goiter";"http://purl.obolibrary.org/obo/HP_0005994";"60";"false";"false"
"non muscle invasive bladder cancer";"Bladder neoplasm";"http://purl.obolibrary.org/obo/HP_0009725";"65.22";"false";"false"
"anal intraepithelial neoplasia";"Anal intraepithelial neoplasia";"http://purl.obolibrary.org/obo/HP_0032187";"100";"false";"false"
"mydriasis";"Mydriasis";"http://purl.obolibrary.org/obo/HP_0011499";"100";"false";"false"
"zoster";"Pseudo-fractures";"http://purl.obolibrary.org/obo/HP_0100036";"52.63";"false";"false"
"dietary shortage";"Short metatarsal";"http://purl.obolibrary.org/obo/HP_0010743";"58.06";"false";"false"
"impacted cerumen";"Impacted cerumen";"http://purl.obolibrary.org/obo/HP_0030788";"100";"false";"false"
"mammary tumour";"Neoplasm";"http://purl.obolibrary.org/obo/HP_0002664";"63.64";"false";"false"
"ductal carcinoma";"Ductal carcinoma in situ";"http://purl.obolibrary.org/obo/HP_0030075";"87.18";"false";"false"
"acquired methemoglobinemia";"Methemoglobinemia";"http://purl.obolibrary.org/obo/HP_0012119";"83.72";"false";"false"
"ovarian stimulation";"Ovarian cyst";"http://purl.obolibrary.org/obo/HP_0000138";"64.29";"false";"false"
"hyperkinetic movement disorder";"Hyperkinetic movements";"http://purl.obolibrary.org/obo/HP_0002487";"85.11";"false";"false"
"wilson disease";"Crohn's disease";"http://purl.obolibrary.org/obo/HP_0100280";"59.26";"false";"false"
"hiv associated diarrhoea";"Diarrhea";"http://purl.obolibrary.org/obo/HP_0002014";"64.52";"false";"false"
"helicobacter infection";"Helicobacter pylori infection";"http://purl.obolibrary.org/obo/HP_0005202";"83.72";"false";"false"
"reflux disease";"Gastroesophageal reflux";"http://purl.obolibrary.org/obo/HP_0002020";"84.85";"false";"false"
"incontinence";"Bowel incontinence";"http://purl.obolibrary.org/obo/HP_0002607";"78.26";"false";"false"
"neurofibromatosis type 1";"Neurofibromas";"http://purl.obolibrary.org/obo/HP_0001067";"82.93";"false";"false"
"metastatic liver cancer";"Neoplasm of the liver";"http://purl.obolibrary.org/obo/HP_0002896";"74.29";"false";"false"
"autism spectrum disorder";"Neurological speech impairment";"http://purl.obolibrary.org/obo/HP_0002167";"59.46";"false";"false"
"inborn error of metabolism";"Abnormal urine metabolite level";"http://purl.obolibrary.org/obo/HP_0033354";"44.9";"false";"false"
"acute cardiac ischemic events";"Echogenic intracardiac focus";"http://purl.obolibrary.org/obo/HP_0010942";"53.85";"false";"false"
"rift valley fever";"Coccidioidomycosis";"http://purl.obolibrary.org/obo/HP_0032249";"83.87";"false";"false"
"tinnitus";"Tinnitus";"http://purl.obolibrary.org/obo/HP_0000360";"100";"false";"false"
"hepatitis c virus infection";"Hepatic infarction";"http://purl.obolibrary.org/obo/HP_0033135";"64.71";"false";"false"
"chronic granulomatous disease";"Crohn's disease";"http://purl.obolibrary.org/obo/HP_0100280";"63.49";"false";"false"
"advanced stage follicular lymphoma";"Follicular lymphoma";"http://purl.obolibrary.org/obo/HP_0033125";"75.47";"false";"false"
"urethral cancer";"Urethritis";"http://purl.obolibrary.org/obo/HP_0500006";"66.67";"false";"false"
"acute hyperammonaemia";"Acute hyperammonemia";"http://purl.obolibrary.org/obo/HP_0008281";"92.68";"false";"false"
"intestinal strongyloidiasis due to nematode parasite";"Neoplasm of the gastrointestinal tract";"http://purl.obolibrary.org/obo/HP_0007378";"52.63";"false";"false"
"hereditary acantholytic dermatoses";"Epidermal acanthosis";"http://purl.obolibrary.org/obo/HP_0025092";"48.98";"false";"false"
"rickets";"Rickets";"http://purl.obolibrary.org/obo/HP_0002748";"100";"false";"false"
"postoperative pain";"Stooped posture";"http://purl.obolibrary.org/obo/HP_0025403";"56";"false";"false"
"paramyxovirus infection";"Severe norovirus infection";"http://purl.obolibrary.org/obo/HP_0020099";"57.14";"false";"false"
"atrophic vaginitis";"Dermal atrophy";"http://purl.obolibrary.org/obo/HP_0004334";"72";"false";"false"
"metastatic melanoma";"Metastatic angiosarcoma";"http://purl.obolibrary.org/obo/HP_0200059";"65";"false";"false"
"nerve injury";"Self-injurious behavior";"http://purl.obolibrary.org/obo/HP_0100716";"58.33";"false";"false"
"advanced metastatic breast cancer";"Breast carcinoma";"http://purl.obolibrary.org/obo/HP_0003002";"63.64";"false";"false"
"macular telangiectasia type 2";"Macular telangiectasia";"http://purl.obolibrary.org/obo/HP_0030503";"86.79";"false";"false"
"enterovirus infection";"Recurrent enteroviral infections";"http://purl.obolibrary.org/obo/HP_0002743";"76.19";"false";"false"
"chronic plaque psoriasis";"Psoriasiform dermatitis";"http://purl.obolibrary.org/obo/HP_0003765";"56.25";"false";"false"
"b lineage leukaemia";"Leukemia";"http://purl.obolibrary.org/obo/HP_0001909";"68.97";"false";"false"
"b lineage lymphoma";"Lymphoma";"http://purl.obolibrary.org/obo/HP_0002665";"66.67";"false";"false"
"perianal crohn disease";"Crohn's disease";"http://purl.obolibrary.org/obo/HP_0100280";"78.79";"false";"false"
"endocrine disease";"Crohn's disease";"http://purl.obolibrary.org/obo/HP_0100280";"62.07";"false";"false"
"long qt syndrome";"Prolonged QT interval";"http://purl.obolibrary.org/obo/HP_0001657";"100";"false";"false"
"congestive heart failure";"Congestive heart failure";"http://purl.obolibrary.org/obo/HP_0001635";"100";"false";"false"
"cystinuria";"Cystinuria";"http://purl.obolibrary.org/obo/HP_0003131";"100";"false";"false"
"cystine urolithiasis";"Calcium oxalate nephrolithiasis";"http://purl.obolibrary.org/obo/HP_0008672";"66.67";"false";"false"
"nodal marginal zone lymphoma";"Non-Hodgkin lymphoma";"http://purl.obolibrary.org/obo/HP_0012539";"62.5";"false";"false"
"vaso occlusive crisis";"Arterial occlusion";"http://purl.obolibrary.org/obo/HP_0025324";"56.25";"false";"false"
"vulvovaginitis";"Vulvodynia";"http://purl.obolibrary.org/obo/HP_0030943";"60.87";"false";"false"
"neurofibromatosis type 2";"Neurofibromas";"http://purl.obolibrary.org/obo/HP_0001067";"82.93";"false";"false"
"malignant solid tumour";"Malignant genitourinary tract tumor";"http://purl.obolibrary.org/obo/HP_0006758";"57.14";"false";"false"
"atrial fibrillation";"Atrial fibrillation";"http://purl.obolibrary.org/obo/HP_0005110";"100";"false";"false"
"cryptosporidium infection";"Disseminated cryptosporidium infection";"http://purl.obolibrary.org/obo/HP_0031699";"83.64";"false";"false"
"non small cell lung cancer";"Non-small cell lung carcinoma";"http://purl.obolibrary.org/obo/HP_0030358";"100";"false";"false"
"oesophagogastric junction cancer";"Stomach cancer";"http://purl.obolibrary.org/obo/HP_0012126";"47.83";"false";"false"
"intestinal cancer";"Intestinal perforation";"http://purl.obolibrary.org/obo/HP_0031368";"68.75";"false";"false"
"fertility problem";"Feeding difficulties";"http://purl.obolibrary.org/obo/HP_0011968";"71.43";"false";"false"
"gram negative bacterial infection";"Recurrent gram-negative bacterial infections";"http://purl.obolibrary.org/obo/HP_0005420";"87.27";"false";"false"
"acute leukaemia";"Acute leukemia";"http://purl.obolibrary.org/obo/HP_0002488";"100";"false";"false"
"hyperthermia";"Fever";"http://purl.obolibrary.org/obo/HP_0001945";"100";"false";"false"
"bronchioalveolar carcinoma";"Alveolar cell carcinoma";"http://purl.obolibrary.org/obo/HP_0006519";"70.59";"false";"false"
"streptococcal b infection";"Recurrent streptococcal infections";"http://purl.obolibrary.org/obo/HP_0020096";"80.85";"false";"false"
"examination of eyes or vision";"Visual impairment";"http://purl.obolibrary.org/obo/HP_0000505";"48.28";"false";"false"
"osteonecrosis";"Avascular necrosis";"http://purl.obolibrary.org/obo/HP_0010885";"100";"false";"false"
"dystrophic epidermolysis bullosa";"Pretibial blistering";"http://purl.obolibrary.org/obo/HP_0012221";"71.19";"false";"false"
"nonvalvular atrial fibrillation";"Atrial fibrillation";"http://purl.obolibrary.org/obo/HP_0005110";"70";"false";"false"
"cough";"Cough";"http://purl.obolibrary.org/obo/HP_0012735";"100";"false";"false"
"von willebrand disease";"Impaired binding of factor VIII to VWF";"http://purl.obolibrary.org/obo/HP_0040237";"72.13";"false";"false"
"dermatologic infection";"Neoplasm of the skin";"http://purl.obolibrary.org/obo/HP_0008069";"62.86";"false";"false"
"hypersensitivity";"Emotional hypersensitivity";"http://purl.obolibrary.org/obo/HP_0041092";"100";"false";"false"
"aneurysm";"Vascular dilatation";"http://purl.obolibrary.org/obo/HP_0002617";"75";"false";"false"
"hypertensive emergency";"Hypertension";"http://purl.obolibrary.org/obo/HP_0000822";"76.92";"false";"false"
"estrogen deficiency";"Abnormal circulating estrogen level";"http://purl.obolibrary.org/obo/HP_0025132";"47.37";"false";"false"
"somatotropin deficiency";"Decreased response to growth hormone stimuation test";"http://purl.obolibrary.org/obo/HP_0000824";"100";"false";"false"
"episode";"Episodic";"http://purl.obolibrary.org/obo/HP_0025303";"100";"false";"false"
"addictive disorder";"Drug addiction";"http://purl.obolibrary.org/obo/HP_0033511";"61.54";"false";"false"
"radiocontrast agent";"Decreased core 1 O-glycan level";"http://purl.obolibrary.org/obo/HP_0410361";"42.55";"false";"false"
"coxiella infection";"Recurrent E. coli infections";"http://purl.obolibrary.org/obo/HP_0002740";"60";"false";"false"
"mild hypocalcemia";"Hypocalcemia";"http://purl.obolibrary.org/obo/HP_0002901";"83.87";"false";"false"
"reversal of the anticoagulant effects of dabigatran";"Everted antitragus";"http://purl.obolibrary.org/obo/HP_0011248";"50";"false";"false"
"herbicide";"Periorbital wrinkles";"http://purl.obolibrary.org/obo/HP_0000607";"38.46";"false";"false"
"pheumatoid arthritis";"Rheumatoid arthritis";"http://purl.obolibrary.org/obo/HP_0001370";"90";"false";"false"
"genitourinary disease";"Coronary artery atherosclerosis";"http://purl.obolibrary.org/obo/HP_0001677";"59.46";"false";"false"
"cardiac output syndrome";"Abnormal cardiac output";"http://purl.obolibrary.org/obo/HP_0033528";"71.11";"false";"false"
"metastatic non hodgkin s lymphoma";"Non-Hodgkin lymphoma";"http://purl.obolibrary.org/obo/HP_0012539";"82.35";"false";"false"
"intoxication";"Episodic ammonia intoxication";"http://purl.obolibrary.org/obo/HP_0001951";"44.44";"false";"false"
"hantavirus infection";"Recurrent skin infections";"http://purl.obolibrary.org/obo/HP_0001581";"60";"false";"false"
"ringworm infection";"Cellulitis";"http://purl.obolibrary.org/obo/HP_0100658";"57.14";"false";"false"
"myocardial ischemia";"Digital ischemia";"http://purl.obolibrary.org/obo/HP_0033402";"60.61";"false";"false"
"hormonally responsive breast cancer";"Breast carcinoma";"http://purl.obolibrary.org/obo/HP_0003002";"65.12";"false";"false"
"angioedema";"Angioedema";"http://purl.obolibrary.org/obo/HP_0100665";"100";"false";"false"
"irregularities";"Retinal pigment epithelial mottling";"http://purl.obolibrary.org/obo/HP_0007814";"83.33";"false";"false"
"von hippel lindau disease";"Hodgkin lymphoma";"http://purl.obolibrary.org/obo/HP_0012189";"50";"false";"false"
"brain ischaemia";"Cerebral ischemia";"http://purl.obolibrary.org/obo/HP_0002637";"90.32";"false";"false"
"chronic fatigue syndrome";"Chronic fatigue";"http://purl.obolibrary.org/obo/HP_0012432";"78.95";"false";"false"
"lung injury";"Self-injurious behavior";"http://purl.obolibrary.org/obo/HP_0100716";"58.33";"false";"false"
"pyruvate kinase deficiency";"Reduced red cell pyruvate kinase level";"http://purl.obolibrary.org/obo/HP_0025109";"46.15";"false";"false"
"grade iv astrocytoma";"Astrocytoma";"http://purl.obolibrary.org/obo/HP_0009592";"72.73";"false";"false"
"carbacephem";"Sebaceous gland carcinoma";"http://purl.obolibrary.org/obo/HP_0030410";"35.71";"false";"false"
"porphyria";"Porphyrinuria";"http://purl.obolibrary.org/obo/HP_0010473";"83.33";"false";"false"
"follicular lymphoma";"Follicular lymphoma";"http://purl.obolibrary.org/obo/HP_0033125";"100";"false";"false"
"beta thalassemia";"Hyperbeta-alaninemia";"http://purl.obolibrary.org/obo/HP_0012556";"52.63";"false";"false"
"urticaria";"Urticaria";"http://purl.obolibrary.org/obo/HP_0001025";"100";"false";"false"
"anorexia nervosa cachexia";"Cachexia";"http://purl.obolibrary.org/obo/HP_0004326";"51.43";"false";"false"
"mesothelin positive tumour";"Positive urine methadone test";"http://purl.obolibrary.org/obo/HP_0031841";"57.14";"false";"false"
"post transplant lymphoproliferative disorder";"Lymphoproliferative disorder";"http://purl.obolibrary.org/obo/HP_0005523";"71.43";"false";"false"
"aplastic anemia";"Aplastic anemia";"http://purl.obolibrary.org/obo/HP_0001915";"100";"false";"false"
"enzyme deficiency";"Decreased circulating total IgM";"http://purl.obolibrary.org/obo/HP_0002850";"66.67";"false";"false"
"skin and skin structure infection";"Stiff skin";"http://purl.obolibrary.org/obo/HP_0030053";"66.67";"false";"false"
"acute intermittent hepatic porphyria";"Intermittent hypothermia";"http://purl.obolibrary.org/obo/HP_0005964";"60.38";"false";"false"
"malignant rhabdoid tumour";"Malignant genitourinary tract tumor";"http://purl.obolibrary.org/obo/HP_0006758";"53.33";"false";"false"
"visceral spasms";"Vasospasm";"http://purl.obolibrary.org/obo/HP_0025637";"64.29";"false";"false"
"blepharospasm";"Blepharospasm";"http://purl.obolibrary.org/obo/HP_0000643";"100";"false";"false"
"obstructive hypertrophic cardiomyopathy";"Hypertrophic cardiomyopathy";"http://purl.obolibrary.org/obo/HP_0001639";"85.25";"false";"false"
"dermatitis herpetiformis";"Herpetiform";"http://purl.obolibrary.org/obo/HP_0025295";"68.75";"false";"false"
"external genital and perianal wart";"Genital warts";"http://purl.obolibrary.org/obo/HP_0032301";"61.11";"false";"false"
"condyloma";"Cylindroma";"http://purl.obolibrary.org/obo/HP_0031024";"57.14";"false";"false"
"aids related lymphoma";"Lymphoma";"http://purl.obolibrary.org/obo/HP_0002665";"64.29";"false";"false"
"acute myelogenous leukaemia";"Acute myeloid leukemia";"http://purl.obolibrary.org/obo/HP_0004808";"93.62";"false";"false"
"hcv 1 6 infection";"Osteomyelitis";"http://purl.obolibrary.org/obo/HP_0002754";"51.85";"false";"false"
"propagation of disease by mosquito";"Anal margin Paget's disease";"http://purl.obolibrary.org/obo/HP_0030441";"45.83";"false";"false"
"brain and central nervous system tumour";"Neoplasm of the central nervous system";"http://purl.obolibrary.org/obo/HP_0100006";"85.71";"false";"false"
"benzodiazepine overdose";"Benzodiazepine addiction";"http://purl.obolibrary.org/obo/HP_0033516";"65.12";"false";"false"
"renal artery disease";"Peripheral arterial stenosis";"http://purl.obolibrary.org/obo/HP_0004950";"65.12";"false";"false"
"hepatitis e virus infection";"Hepatic infarction";"http://purl.obolibrary.org/obo/HP_0033135";"64.71";"false";"false"
"mediastinal large b cell lymphoma";"Anaplastic large-cell lymphoma";"http://purl.obolibrary.org/obo/HP_0012193";"71.19";"false";"false"
"t lymphoblastic leukaemia";"Acute lymphoblastic leukemia";"http://purl.obolibrary.org/obo/HP_0006721";"90.2";"false";"false"
"palmar hyperhidrosis";"Palmar hyperhidrosis";"http://purl.obolibrary.org/obo/HP_0006089";"100";"false";"false"
"parvovirus infection";"Severe norovirus infection";"http://purl.obolibrary.org/obo/HP_0020099";"61.54";"false";"false"
"ragweed hypersensitivity allergic disease";"Food intolerance";"http://purl.obolibrary.org/obo/HP_0012537";"63.33";"false";"false"
"prader willi syndrome";"Horner syndrome";"http://purl.obolibrary.org/obo/HP_0002277";"55.56";"false";"false"
"erythropoietic porphyrias";"Anemia of inadequate production";"http://purl.obolibrary.org/obo/HP_0010972";"60.87";"false";"false"
"mesothelioma";"Malignant mesothelioma";"http://purl.obolibrary.org/obo/HP_0100001";"78.79";"false";"false"
"x linked hypophosphataemia";"Hypophosphatemia";"http://purl.obolibrary.org/obo/HP_0002148";"83.72";"false";"false"
"large b cell lymphoma";"B-cell lymphoma";"http://purl.obolibrary.org/obo/HP_0012191";"86.49";"false";"false"
"h5n1 influenza infection";"Recurrent Haemophilus influenzae infections";"http://purl.obolibrary.org/obo/HP_0005376";"75";"false";"false"
"melanoma";"Melanoma";"http://purl.obolibrary.org/obo/HP_0002861";"100";"false";"false"
"diffuse large b cell lymphoma";"B-cell lymphoma";"http://purl.obolibrary.org/obo/HP_0012191";"72.73";"false";"false"
"cartilage disorder";"Cartilage destruction";"http://purl.obolibrary.org/obo/HP_0100773";"58.82";"false";"false"
"mineral electrolyte metabolism disorder";"Abnormal blood ion concentration";"http://purl.obolibrary.org/obo/HP_0003111";"72";"false";"false"
"haemorrhage";"Hemorrhage of the eye";"http://purl.obolibrary.org/obo/HP_0011885";"88";"false";"false"
"immunoproliferative disorder";"Myeloproliferative disorder";"http://purl.obolibrary.org/obo/HP_0005547";"71.79";"false";"false"
"visual disturbance";"Gait disturbance";"http://purl.obolibrary.org/obo/HP_0001288";"57.14";"false";"false"
"hepatic encephalopathy";"Hepatic encephalopathy";"http://purl.obolibrary.org/obo/HP_0002480";"100";"false";"false"
"tardive dyskinesia";"Tardive dyskinesia";"http://purl.obolibrary.org/obo/HP_0040141";"100";"false";"false"
"spinal disease";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"61.54";"false";"false"
