,DRUG_NAME,STRUCT_ID,TARGET_NAME,TARGET_CLASS,ACCESSION,GENE,SWISSPROT,ACT_VALUE,ACT_UNIT,ACT_TYPE,ACT_COMMENT,ACT_SOURCE,RELATION,MOA,MOA_SOURCE,ACT_SOURCE_URL,MOA_SOURCE_URL,ACTION_TYPE,TDL,ORGANISM,NEW_ID
13370,vecuronium,2811,Acetylcholine receptor; alpha1/beta1/delta/gamma,Ion channel,P02708|P07510|P11230|Q07001,CHRNA1|CHRNG|CHRNB1|CHRND,ACHA_HUMAN|ACHG_HUMAN|ACHB_HUMAN|ACHD_HUMAN,7.09,,IC50,GRAC: human AChR-alpha1 commonly used antagonist,CHEMBL,=,,,,,,Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin,Homo sapiens,HGNC:1955
13396,verapamil,2815,Voltage-dependent L-type calcium channel subunit alpha-1C,Ion channel,Q13936,CACNA1C,CAC1C_HUMAN,6.0,,IC50,,WOMBAT-PK,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL6966,BLOCKER,Tclin,Homo sapiens,HGNC:1390
13402,verapamil,2815,Voltage-dependent L-type calcium channel subunit alpha-1S,Ion channel,Q13698,CACNA1S,CAC1S_HUMAN,,,,,UNKNOWN,,1.0,IUPHAR,,http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=2406,BLOCKER,Tclin,Homo sapiens,HGNC:1397
13415,verapamil,2815,Voltage-dependent L-type calcium channel subunit alpha-1C,Ion channel,P22002,Cacna1c,CAC1C_RAT,7.41,,IC50,Ability to inhibit [3H]nitrendipine binding to the L-type calcium channel receptor(CCR) in rat heart homogenate.,CHEMBL,=,,,,,,,Rattus norvegicus,RGD:2245
13416,verapamil,2815,Voltage-dependent L-type calcium channel subunit alpha-1S,Ion channel,Q02485,Cacna1s,CAC1S_RAT,7.24,,Ki,Inhibition of [3H]D-888 binding to L-type [Ca2+] channel of membranes from rat skeletal muscle,CHEMBL,=,,,,,,,Rattus norvegicus,RGD:70983
13420,verapamil,2815,Voltage-gated L-type calcium channel,Ion channel,P22002|P27732|Q02485,Cacna1c|Cacna1d|Cacna1s,CAC1C_RAT|CAC1D_RAT|CAC1S_RAT,8.43,,IC50,Ability to inhibit [3H]nitrendipine binding to the calcium channel receptor(CCR) in rat cerebral cortex homogenate.,CHEMBL,=,,,,,,,Rattus norvegicus,RGD:2245
13457,vinburnine,2824,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.1,,Kd,,IUPHAR,=,,,,,ALLOSTERIC MODULATOR,Tclin,Homo sapiens,HGNC:1950
13505,nicotinic acid,2835,Amyloid beta A4 protein,Unclassified,P05067,APP,A4_HUMAN,4.88,,IC50,Inhibition of amyloid beta aggregation (unknown origin) after 4 hrs by thioflavin S assay in absence of Zn2+,CHEMBL,=,,,,,,,Homo sapiens,HGNC:620
13645,ziprasidone,2865,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.55,,Ki,,WOMBAT-PK,=,,,,,,Tclin,Homo sapiens,HGNC:1950
13777,zotepine,2875,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,7.745,,Ki,,PDSP,=,,,,,,Tclin,Homo sapiens,HGNC:1950
13813,suramin,2966,NAD-dependent protein deacetylase sirtuin-2,Enzyme,Q8IXJ6,SIRT2,SIR2_HUMAN,5.96,,IC50,Inhibition of recombinant SIRT2 using ZMAL substrate after 4 hrs by homogeneous fluorescence assay,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:10886
13839,doxacurium,2974,Acetylcholine receptor,Ion channel,P02708|P11230|Q07001,CHRNA1|CHRNB1|CHRND,ACHA_HUMAN|ACHB_HUMAN|ACHD_HUMAN,,,,,WOMBAT-PK,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1237099,ANTAGONIST,Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin,Homo sapiens,HGNC:1955
13852,glucagon,2994,Adenylate cyclase,Enzyme,D4A3N4|P21932|P26769|P26770|P40146|Q03343|Q04400|Q8CFM9,Adcy1|Adcy3|Adcy2|Adcy4|Adcy8|Adcy6|Adcy5,D4A3N4_RAT|ADCY3_RAT|ADCY2_RAT|ADCY4_RAT|ADCY8_RAT|ADCY6_RAT|ADCY5_RAT|Q8CFM9_RAT,8.23,,EC50,Adenylate cyclase activity measured as 50% inhibitory concentration,CHEMBL,=,,,,,,,Rattus norvegicus,RGD:1309318
13883,benzethonium,3018,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,7.004,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
13899,bietamiverine,3025,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.57,,Ki,Displacement of [3H] N-methylscopolamine from human muscarinic M1 receptor expressed in CHOK1 cells after 30 mins by scintillation counting analysis,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:1950
14004,eburnamonine,3170,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.1,,Kd,,IUPHAR,=,,,,,ALLOSTERIC MODULATOR,Tclin,Homo sapiens,HGNC:1950
14021,enoxolone,3178,Tyrosine-protein phosphatase non-receptor type 1,Enzyme,P18031,PTPN1,PTN1_HUMAN,4.34,,IC50,Inhibition of recombinant PTP1B,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:9642
14086,evans blue,3217,Tyrosine-protein phosphatase non-receptor type 1,Enzyme,P18031,PTPN1,PTN1_HUMAN,5.89,,IC50,Inhibition of human PTPase 1B,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:9642
14099,femoxetine,3220,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,7.0360000000000005,,Ki,,PDSP,,,,,,,Tclin,Homo sapiens,HGNC:1950
14117,furtrethonium,3256,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,4.1,,Ki,,IUPHAR,=,,,,,AGONIST,Tclin,Homo sapiens,HGNC:1950
14181,iloperidone,3294,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.31,,Ki,,PDSP,=,,,,,,Tclin,Homo sapiens,HGNC:1950
14285,oxiconazole,3408,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.943,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
14402,quercetin,3514,Tyrosine-protein phosphatase non-receptor type 1,Enzyme,P18031,PTPN1,PTN1_HUMAN,4.63,,IC50,The inhibitory activity tested against human Protein-tyrosine phosphatase 1B enzyme,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:9642
14403,quercetin,3514,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,6.92,,IC50,Inhibition of SRC (unknown origin),CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:11283
14419,quercetin,3514,Focal adhesion kinase 1,Kinase,Q05397,PTK2,FAK1_HUMAN,5.92,,IC50,Inhibition of FAK (unknown origin),CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:9611
14478,quercetin,3514,Proteasome subunit beta type-5,Enzyme,P28074,PSMB5,PSB5_HUMAN,5.7,,IC50,Inhibition of chymotrypsin-like activity of human 26S proteasome in human Jurkat cells assessed as decrease in AMC hydrolysis using Z-Gly-Gly-Leu-AMC as substrate after 24 hrs by fluorescence based method,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:9542
14508,quercetin,3514,Amyloid beta A4 protein,Unclassified,P05067,APP,A4_HUMAN,5.1,,IC50,Inhibition of amyloid beta (1 to 42) aggregation (unknown origin),CHEMBL,=,,,,,,,Homo sapiens,HGNC:620
14516,quercetin,3514,Proteasome subunit beta type-5,Enzyme,P28074,PSMB5,PSB5_HUMAN,5.7,,IC50,Inhibition of chymotrypsin-like activity of human 26S proteasome in human Jurkat cells assessed as decrease in AMC hydrolysis using Z-Gly-Gly-Leu-AMC as substrate after 24 hrs by fluorescence based method,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:9542
14520,rapacuronium,3520,Muscle-type nicotinic acetylcholine receptor,Ion channel,P02708|P07510|P11230|Q04844|Q07001,CHRNA1|CHRNG|CHRNB1|CHRNE|CHRND,ACHA_HUMAN|ACHG_HUMAN|ACHB_HUMAN|ACHE_HUMAN|ACHD_HUMAN,,,,Mechanism of Action; CHEMBL2362997; PROTEIN COMPLEX GROUP,CHEMBL,,1.0,SCIENTIFIC LITERATURE,,https://pubmed.ncbi.nlm.nih.gov/8680742,ANTAGONIST,Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin,Homo sapiens,HGNC:1955
14563,ruboxistaurin,3533,Serine/threonine-protein kinase MARK2,Kinase,Q7KZI7,MARK2,MARK2_HUMAN,5.64,,Kd,Average Binding Constant for MARK2; NA=Not Active at 10 uM,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:3332
14681,sabcomeline,3536,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.77,,IC50,In vitro affinity against human Muscarinic acetylcholine receptor M1 using quinuclidynyl benzylate (QNB),CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:1950
14686,sabcomeline,3536,Muscarinic acetylcholine receptor,GPCR,P08482|P08483|P08485|P08911|P10980,Chrm1|Chrm3|Chrm4|Chrm5|Chrm2,ACM1_RAT|ACM3_RAT|ACM4_RAT|ACM5_RAT|ACM2_RAT,7.85,,IC50,In vitro affinity evaluated using [3H]- oxotremorine as radioligand in rat cerebral cortex for muscarinic acetylcholine receptor,CHEMBL,=,,,,,,,Rattus norvegicus,RGD:2342
14800,vincamine,3643,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,4.8,,Kd,,IUPHAR,=,,,,,ALLOSTERIC MODULATOR,Tclin,Homo sapiens,HGNC:1950
14814,xanomeline,3652,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,7.38,,Ki,Affinity towards human M1 receptor expressed in CHO cells using [3H]QNB as radioligand,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:1950
14825,xanomeline,3652,Muscarinic acetylcholine receptor M1,GPCR,P08482,Chrm1,ACM1_RAT,8.7,,IC50,Binding affinity for muscarinic acetylcholine receptor M1 using [3H]oxotremorine-M (Oxo-M) radioligand in rat hippocampus membranes,CHEMBL,=,,,,,,,Rattus norvegicus,RGD:2342
14826,xanomeline,3652,Muscarinic acetylcholine receptor M1,GPCR,P12657,Chrm1,ACM1_MOUSE,5.24,,EC50,Tested against Muscarinic acetylcholine receptor M1 expressed in A9 L cell line,CHEMBL,=,,,,,,,Mus musculus,MGI:88396
14827,xanomeline,3652,Muscarinic acetylcholine receptor,GPCR,P08482|P08483|P08485|P08911|P10980,Chrm1|Chrm3|Chrm4|Chrm5|Chrm2,ACM1_RAT|ACM3_RAT|ACM4_RAT|ACM5_RAT|ACM2_RAT,8.01,,IC50,Binding affinity against muscarinic receptor in rat brain membranes using oxotremorine-M as ligand,CHEMBL,=,,,,,,,Rattus norvegicus,RGD:2342
14865,yohimbine,3659,Voltage-dependent L-type calcium channel subunit alpha-1C,Ion channel,P22002,Cacna1c,CAC1C_RAT,7.35,,Ki,Inhibition of [3H]nitrendipine binding to membrane homogenates of rat cardiac muscle.,CHEMBL,=,,,,,,,Rattus norvegicus,RGD:2245
14874,yohimbine,3659,Dual specificity phosphatase Cdc25A,Enzyme,P30304,CDC25A,MPIP1_HUMAN,4.65,,IC50,Inhibition of His-tagged Cdc25A expressed in the Escherichia coli BL21(DE3) using p-nitrophenyl phosphate as substrate for 80 mins by spectrophotometry,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:1725
14932,benidipine,3880,Voltage-gated L-type calcium channel,Ion channel,Q01668|Q13936,CACNA1D|CACNA1C,CAC1D_HUMAN|CAC1C_HUMAN,5.31,,IC50,"Inhibition of human L-type calcium channel Ca<sub>v</sub>1.2 in <i>Xenopus</i> oocyte, measured using 2-electrode voltage-clamp.",IUPHAR,=,1.0,SCIENTIFIC LITERATURE,,https://pubmed.ncbi.nlm.nih.gov/17276408,BLOCKER,Tclin|Tclin|Tclin|Tclin,Homo sapiens,HGNC:1391
15006,ivermectin,3972,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.9239999999999995,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
15081,levamlodipine,4099,Voltage-gated L-type calcium channel,Ion channel,Q01668|Q13936,CACNA1D|CACNA1C,CAC1D_HUMAN|CAC1C_HUMAN,,,,Mechanism of Action,SCIENTIFIC LITERATURE,,1.0,SCIENTIFIC LITERATURE,https://pubmed.ncbi.nlm.nih.gov/17213004,https://pubmed.ncbi.nlm.nih.gov/17213004,BLOCKER,Tclin|Tclin|Tclin|Tclin,Homo sapiens,HGNC:1391
15137,asenapine,4115,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.107,,Ki,,PDSP,,,,,,,Tclin,Homo sapiens,HGNC:1950
15159,pazopanib,4118,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,5.55,,Kd,Binding constant for SRC kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:11283
15183,pazopanib,4118,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,6.05,,Kd,Binding constant for LYN kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:6735
15261,romidepsin,4119,Histone deacetylase 2,Enzyme,Q92769,HDAC2,HDAC2_HUMAN,7.3279999999999985,,IC50,,WOMBAT-PK,=,,,,,,Tclin,Homo sapiens,HGNC:4853
15292,vorinostat,4124,Histone deacetylase 2,Enzyme,Q92769,HDAC2,HDAC2_HUMAN,8.8,,Ki,Inhibition of human HDAC2,CHEMBL,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL98,INHIBITOR,Tclin,Homo sapiens,HGNC:4853
15316,vorinostat,4124,Histone deacetylase,Enzyme,B1WBY8|Q4QQW4|Q5RJZ2|Q6P6W3|Q99P96|Q99P97|Q99P99,Hdac2|Hdac1|Hdac5|Hdac3|Hdac7|Hdac6|Hdac4,B1WBY8_RAT|HDAC1_RAT|Q5RJZ2_RAT|HDAC3_RAT|HDAC7_RAT|Q99P97_RAT|HDAC4_RAT,6.78,,IC50,Inhibitory concentration against rat liver Histone deacetylase,CHEMBL,=,,,,,,,Rattus norvegicus,RGD:619976
15370,gentian violet,4138,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.577999999999999,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
15422,lercanidipine,4157,Voltage-gated L-type calcium channel,Ion channel,Q01668|Q13936,CACNA1D|CACNA1C,CAC1D_HUMAN|CAC1C_HUMAN,,,,Mechanism of Action,SCIENTIFIC LITERATURE,,1.0,SCIENTIFIC LITERATURE,https://pubmed.ncbi.nlm.nih.gov/8821512,https://pubmed.ncbi.nlm.nih.gov/8821512,BLOCKER,Tclin|Tclin|Tclin|Tclin,Homo sapiens,HGNC:1391
15484,linagliptin,4175,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.53,,IC50,Displacement of [N-methyl-3H]scopolamine from human recombinant muscarinic M1 receptor expressed in CHO cells,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:1950
15503,vandetanib,4178,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,7.15,,Kd,Binding constant for SRC kinase domain,CHEMBL,=,,,,,INHIBITOR,Tclin,Homo sapiens,HGNC:11283
15525,vandetanib,4178,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,6.96,,Kd,Binding constant for LYN kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:6735
15644,crizotinib,4187,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,6.25,,Kd,Binding constant for SRC kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:11283
15657,crizotinib,4187,Focal adhesion kinase 1,Kinase,Q05397,PTK2,FAK1_HUMAN,6.51,,Kd,Binding constant for FAK kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:9611
15667,crizotinib,4187,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,6.03,,Kd,Binding constant for LYN kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:6735
15824,ruxolitinib,4190,Serine/threonine-protein kinase MARK2,Kinase,Q7KZI7,MARK2,MARK2_HUMAN,6.18,,Kd,Binding constant for MARK2 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:3332
15872,ruxolitinib,4190,Serine/threonine-protein kinase PAK 7,Kinase,Q9P286,PAK5,PAK5_HUMAN,5.89,,Kd,Binding constant for PAK7 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:15916
15878,ruxolitinib,4190,Serine/threonine-protein kinase PAK 4,Kinase,O96013,PAK4,PAK4_HUMAN,5.8,,Kd,Binding constant for PAK4 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:16059
15936,fesoterodine,4191,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.393,,Ki,,WOMBAT-PK,=,,,,,,Tclin,Homo sapiens,HGNC:1950
16106,axitinib,4225,Serine/threonine-protein kinase PAK 4,Kinase,O96013,PAK4,PAK4_HUMAN,5.35,,Kd,Binding constant for PAK4 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:16059
16196,Florbetapir F-18,4285,Amyloid beta A4 protein,Unclassified,P05067,APP,A4_HUMAN,8.54,,Ki,,CHEMBL,=,,,,,,,Homo sapiens,HGNC:620
16214,Flutemetamol (18F),4301,Amyloid beta A4 protein,Unclassified,P05067,APP,A4_HUMAN,9.15,,Ki,Binding affinity to human amyloid beta plaque,CHEMBL,=,,,,,,,Homo sapiens,HGNC:620
16215,glycopyrronium bromide,4302,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,9.69,,Ki,,SCIENTIFIC LITERATURE,=,1.0,CHEMBL,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Public_assessment_report/human/002430/WC500133771.pdf,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201027,ANTAGONIST,Tclin,Homo sapiens,HGNC:1950
16250,aceclidine,4314,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.0,,EC50,,IUPHAR,=,,,,,AGONIST,Tclin,Homo sapiens,HGNC:1950
16255,aceclidine,4314,Muscarinic acetylcholine receptor M1,GPCR,P08482,Chrm1,ACM1_RAT,6.92,,IC50,Binding affinity for muscarinic acetylcholine receptor M1 using [3H]oxotremorine-M (Oxo-M) radioligand in rat hippocampus membranes,CHEMBL,=,,,,,,,Rattus norvegicus,RGD:2342
16256,aceclidine,4314,Muscarinic acetylcholine receptor,GPCR,P08482|P08483|P08485|P08911|P10980,Chrm1|Chrm3|Chrm4|Chrm5|Chrm2,ACM1_RAT|ACM3_RAT|ACM4_RAT|ACM5_RAT|ACM2_RAT,5.08,,Ki,"Binding affinity against muscarinic acetylcholine receptor from rat brain crude membrane, using [3H]-NMS (N-Methylscopolamine) as the radioligand.",CHEMBL,=,,,,,,,Rattus norvegicus,RGD:2342
16262,afatinib,4318,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,5.55,,Kd,Binding constant for SRC kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:11283
16345,bosutinib,4359,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,9.0,,Kd,Binding constant for SRC kinase domain,CHEMBL,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL288441,INHIBITOR,Tclin,Homo sapiens,HGNC:11283
16359,bosutinib,4359,Focal adhesion kinase 1,Kinase,Q05397,PTK2,FAK1_HUMAN,6.24,,Kd,Binding constant for FAK kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:9611
16374,bosutinib,4359,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,8.38,,Kd,Binding constant for LYN kinase domain,CHEMBL,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL288441,INHIBITOR,Tclin,Homo sapiens,HGNC:6735
16437,bosutinib,4359,Serine/threonine-protein kinase PAK 3,Kinase,O75914,PAK3,PAK3_HUMAN,5.24,,Kd,Binding constant for PAK3 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:8592
16481,bosutinib,4359,Serine/threonine-protein kinase PAK 1,Kinase,Q13153,PAK1,PAK1_HUMAN,5.64,,Kd,Binding constant for PAK1 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:8590
16482,bosutinib,4359,Serine/threonine-protein kinase PAK 2,Kinase,Q13177,PAK2,PAK2_HUMAN,5.72,,Kd,Binding constant for PAK2 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:8591
16629,dexchlorpheniramine,4411,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.478,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
16715,carfilzomib,4483,Proteasome subunit beta type-5,Enzyme,P28074,PSMB5,PSB5_HUMAN,8.222000000000001,,IC50,fluorogenic peptide substrate hydrolysis,SCIENTIFIC LITERATURE,=,1.0,SCIENTIFIC LITERATURE,https://pubmed.ncbi.nlm.nih.gov/17616698,https://pubmed.ncbi.nlm.nih.gov/17616698,INHIBITOR,Tclin,Homo sapiens,HGNC:9542
16716,aclidinium bromide,4484,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,10.1,,Ki,Binding affinity to muscarinic M1 receptor,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:1950
16802,trypan blue,4608,Tyrosine-protein phosphatase non-receptor type 1,Enzyme,P18031,PTPN1,PTN1_HUMAN,5.41,,IC50,Inhibition of human PTPase 1B,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:9642
16846,trabectedin,4633,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,6.68,,IC50,Inhibition of Src,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:11283
16897,methylatropine,4660,Muscarinic acetylcholine receptor M1,GPCR,P08482,Chrm1,ACM1_RAT,8.6,,Kd,In vitro receptor binding against Muscarinic acetylcholine receptor M1 in rat cerebral cortex was determined using [3H]pirenzepine,CHEMBL,=,,,,,,,Rattus norvegicus,RGD:2342
16899,methylatropine,4660,Muscarinic acetylcholine receptor DM1,GPCR,P16395,mAChR-A,ACM1_DROME,8.62,,Ki,,CHEMBL,=,,,,,,,Drosophila melanogaster,FlyBase:FBgn0000037
16906,betamethasone phosphate,4667,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.776,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
16937,panobinostat,4682,Histone deacetylase 2,Enzyme,Q92769,HDAC2,HDAC2_HUMAN,9.19,,Ki,Inhibition of human HDAC2,CHEMBL,=,1.0,DRUG LABEL,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/205353s000lbl.pdf,INHIBITOR,Tclin,Homo sapiens,HGNC:4853
17017,cabozantinib,4715,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,6.75,,IC50,"Inhibition of Src (unknown origin) using poly (Glu,Tyr) 4:1 as substrate after 1 hr by ELISA",CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:11283
17034,ponatinib,4716,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,8.52,,IC50,,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:11283
17041,ponatinib,4716,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,9.62,,IC50,,WOMBAT-PK,=,,,,,INHIBITOR,Tclin,Homo sapiens,HGNC:6735
17045,ponatinib,4716,Proto-oncogene tyrosine-protein kinase Src,Kinase,P00523,SRC,SRC_CHICK,9.05,,IC50,Inhibition of chicken wild-type cSRC (251 to 533)-mediated phosphorylation of biotinylated poly-Glu-Tyr expressed in Escherichia coli BL21(DE3) preincubated for 30 to 60 mins prior to substrate addition by TR-FRET assay,CHEMBL,=,,,,,,,Gallus gallus,ENSEMBL:ENSGALG00000003855
17071,tenidap,4728,Inward rectifier potassium channel 4,Ion channel,P48050,KCNJ4,KCNJ4_HUMAN,6.4,,EC50,,IUPHAR,=,,,,,ACTIVATOR,Tchem,Homo sapiens,HGNC:6265
17204,ibrutinib,4810,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,7.854,,Ki,measured in anti-IgM stimulated Ramos human B cell line,SCIENTIFIC LITERATURE,=,,,https://pubmed.ncbi.nlm.nih.gov/17154430,,,Tclin,Homo sapiens,HGNC:6735
17206,ibrutinib,4810,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,7.721,,IC50,,SCIENTIFIC LITERATURE,=,,,https://pubmed.ncbi.nlm.nih.gov/26641137,,INHIBITOR,Tclin,Homo sapiens,HGNC:11283
17233,umeclidinium,4816,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,9.796,,Ki,"radioligand binding assays in CHO cells expressing human M1, M2, or M3 receptors in a scintillation proximity assay with 0.5 nM [3H]-N-methyl scopolamine as the ligand",SCIENTIFIC LITERATURE,=,,,https://pubmed.ncbi.nlm.nih.gov/19317446,,,Tclin,Homo sapiens,HGNC:1950
17241,florbetaben F18,4818,Amyloid beta A4 protein,Unclassified,P05067,APP,A4_HUMAN,8.65,,Ki,,CHEMBL,=,,,,,,,Homo sapiens,HGNC:620
17311,ceritinib,4866,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,5.77,,IC50,Inhibition of TEL-fused SRC (unknown origin) by cell-based assay,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:11283
